ID,SALARY,SEX,EDUCATION,MARRIAGE,AGE,AVERAGE PAYMENT DELAY,DEFAULT
5789,"200,000.00",2,2,1,44,-2,0
5790,"300,000.00",1,1,2,29,-2,0
5791,"100,000.00",2,2,2,26,-1,0
5792,"280,000.00",2,1,1,30,0,0
5793,"190,000.00",2,2,2,26,-1,0
5794,"50,000.00",1,2,1,48,1,0
5795,"210,000.00",2,3,1,33,0,0
5796,"120,000.00",2,1,2,26,0,0
5797,"140,000.00",2,1,2,33,-2,0
5798,"50,000.00",2,1,2,23,-2,0
5799,"150,000.00",2,1,2,31,-2,0
5800,"50,000.00",1,1,2,23,4,0
5801,"120,000.00",1,1,1,50,1,1
5802,"240,000.00",2,1,2,29,-1,0
5803,"20,000.00",1,1,2,26,0,0
5804,"80,000.00",2,2,2,24,0,0
5805,"140,000.00",2,2,1,28,0,0
5806,"50,000.00",2,2,2,25,0,0
5808,"90,000.00",2,3,1,53,0,1
5809,"640,000.00",1,1,2,36,0,0
5810,"360,000.00",1,1,2,31,-1,0
5811,"130,000.00",2,2,1,33,-1,0
5812,"210,000.00",2,1,1,34,0,0
5813,"190,000.00",1,1,2,36,2,1
5814,"150,000.00",2,1,1,44,-1,0
5815,"10,000.00",1,3,2,25,-1,0
5816,"30,000.00",2,1,1,24,-1,1
5817,"200,000.00",1,1,1,67,1,1
5818,"140,000.00",2,1,2,25,3,1
5819,"170,000.00",2,2,2,30,0,0
5820,"20,000.00",2,2,2,24,2,1
5821,"80,000.00",2,2,1,45,0,0
5822,"110,000.00",1,2,1,49,0,0
5823,"150,000.00",2,1,2,28,0,0
5824,"50,000.00",2,2,2,43,-1,0
5825,"50,000.00",2,3,1,70,2,0
5826,"50,000.00",1,3,1,50,2,0
5827,"10,000.00",2,2,2,22,0,1
5828,"280,000.00",2,1,2,38,-1,1
5829,"50,000.00",1,2,2,42,2,0
5830,"10,000.00",2,1,2,22,0,0
5831,"140,000.00",2,2,1,28,0,0
5832,"140,000.00",1,1,1,34,2,1
5833,"300,000.00",1,1,1,45,0,0
5834,"30,000.00",2,2,1,26,1,0
5835,"200,000.00",1,3,1,47,0,0
5836,"270,000.00",2,2,2,26,0,1
5838,"10,000.00",1,2,2,26,2,1
5839,"50,000.00",2,3,2,22,2,0
5840,"80,000.00",2,1,2,25,-2,0
5841,"110,000.00",2,2,2,26,0,0
5842,"370,000.00",1,1,2,30,0,0
5843,"50,000.00",1,2,2,23,-1,0
5844,"10,000.00",1,2,2,37,-1,0
5845,"180,000.00",2,1,2,27,0,0
5846,"60,000.00",2,2,1,59,4,0
5847,"90,000.00",2,1,1,43,0,1
5848,"120,000.00",2,1,1,30,1,0
5849,"110,000.00",1,1,2,30,0,0
5850,"280,000.00",2,3,1,61,0,0
5851,"200,000.00",1,1,2,28,0,0
5852,"130,000.00",1,2,2,29,0,0
5853,"200,000.00",2,2,2,28,1,1
5854,"50,000.00",2,2,2,26,0,1
5855,"30,000.00",1,3,1,53,0,0
5856,"230,000.00",2,1,1,30,-1,0
5857,"180,000.00",2,1,2,31,-1,0
5858,"220,000.00",1,1,1,40,0,0
5859,"50,000.00",1,1,2,46,0,0
5860,"20,000.00",1,1,2,27,1,0
5861,"250,000.00",2,2,2,40,-1,0
5862,"50,000.00",1,3,2,41,0,0
5863,"180,000.00",2,2,2,26,0,0
5864,"320,000.00",1,2,2,44,-1,0
5865,"10,000.00",2,3,1,41,-1,1
5866,"320,000.00",2,1,2,31,-2,0
5867,"250,000.00",1,2,2,30,0,0
5868,"30,000.00",1,2,2,24,1,0
5869,"260,000.00",1,2,2,31,-1,0
5870,"130,000.00",2,2,1,37,0,0
5871,"180,000.00",2,1,1,30,0,1
5872,"270,000.00",2,1,2,27,0,0
5873,"80,000.00",2,3,2,30,0,0
5874,"30,000.00",2,1,2,27,-1,0
5875,"100,000.00",1,3,1,35,2,1
5876,"340,000.00",2,2,2,33,0,1
5877,"210,000.00",2,2,1,26,0,0
5878,"280,000.00",2,1,2,27,-2,0
5879,"710,000.00",1,2,2,33,-1,0
5880,"50,000.00",2,2,2,23,0,0
5881,"190,000.00",1,1,2,35,0,0
5882,"400,000.00",2,1,2,32,0,0
5883,"110,000.00",2,3,1,53,-2,0
5884,"20,000.00",2,2,1,23,2,1
5885,"20,000.00",2,1,2,25,2,1
5886,"20,000.00",2,2,1,29,1,0
5887,"20,000.00",1,2,2,23,1,0
5888,"230,000.00",2,1,2,43,0,0
5889,"180,000.00",1,2,1,37,-1,0
5890,"280,000.00",1,2,1,41,-1,0
5891,"510,000.00",2,1,2,36,0,0
5892,"150,000.00",1,2,1,40,0,0
5893,"20,000.00",1,3,2,26,2,1
5894,"110,000.00",2,3,1,38,0,0
5895,"230,000.00",2,1,2,34,-1,1
5896,"180,000.00",2,1,2,27,0,0
5897,"230,000.00",2,3,2,36,0,0
5898,"370,000.00",2,1,2,35,0,0
5899,"500,000.00",2,1,2,30,-2,0
5900,"260,000.00",2,2,1,43,1,0
5901,"80,000.00",1,2,1,53,0,1
5902,"140,000.00",2,2,2,27,1,0
5903,"50,000.00",1,1,2,30,0,0
5904,"50,000.00",2,2,1,45,0,0
5905,"80,000.00",1,1,2,32,-1,0
5906,"150,000.00",2,2,2,28,0,1
5907,"50,000.00",2,2,1,46,0,0
5909,"140,000.00",2,1,1,40,0,0
5910,"140,000.00",2,1,2,30,0,0
5911,"50,000.00",2,2,2,24,-1,0
5912,"30,000.00",2,2,2,24,0,0
5913,"230,000.00",1,2,2,32,0,1
5914,"150,000.00",2,2,2,26,0,0
5915,"200,000.00",2,2,1,53,-1,0
5916,"110,000.00",2,1,1,41,2,0
5917,"150,000.00",2,2,1,44,0,0
5918,"200,000.00",2,3,1,46,-1,1
5919,"180,000.00",2,3,2,33,1,0
5920,"90,000.00",2,1,2,29,-1,0
5921,"200,000.00",2,1,2,30,-1,1
5922,"230,000.00",2,2,1,45,-1,0
5923,"80,000.00",1,1,2,29,-1,0
5924,"230,000.00",2,1,2,33,-1,0
5925,"340,000.00",2,2,2,31,4,1
5926,"290,000.00",2,2,1,53,-1,0
5927,"60,000.00",2,3,1,41,0,0
5928,"320,000.00",2,1,2,29,0,1
5929,"200,000.00",2,2,2,25,-2,0
5930,"50,000.00",2,3,1,54,0,0
5931,"50,000.00",1,3,2,24,4,1
5932,"230,000.00",2,2,1,43,0,0
5933,"130,000.00",2,1,2,29,0,0
5934,"80,000.00",2,3,1,39,-1,0
5935,"120,000.00",2,1,2,31,0,0
5936,"200,000.00",2,2,1,34,0,0
5937,"300,000.00",1,3,2,34,-1,0
5938,"200,000.00",2,2,1,36,-1,0
5939,"80,000.00",2,2,1,46,0,0
5940,"80,000.00",2,3,2,32,1,0
5941,"60,000.00",2,1,2,25,0,0
5942,"30,000.00",2,2,1,30,0,0
5943,"300,000.00",2,2,1,42,-1,0
5944,"100,000.00",2,1,1,38,0,0
5945,"290,000.00",2,1,2,31,0,0
5947,"70,000.00",2,2,2,24,0,1
5948,"90,000.00",2,2,1,24,-2,0
5949,"170,000.00",2,1,2,26,0,0
5950,"80,000.00",2,2,1,36,0,1
5951,"100,000.00",2,2,1,41,0,0
5952,"240,000.00",1,1,1,47,-2,0
5953,"290,000.00",2,1,1,41,-1,0
5954,"120,000.00",2,1,2,27,1,1
5955,"200,000.00",1,2,2,26,0,0
5956,"20,000.00",1,2,2,22,0,0
5957,"500,000.00",1,1,1,38,-1,0
5958,"100,000.00",2,2,2,25,0,0
5959,"350,000.00",1,1,1,55,-1,0
5960,"50,000.00",2,2,2,24,1,0
5961,"340,000.00",2,2,1,52,0,0
5962,"180,000.00",2,2,1,29,0,0
5963,"300,000.00",2,1,1,54,-1,0
5964,"220,000.00",2,1,1,32,1,0
5965,"80,000.00",1,1,2,26,0,0
5966,"50,000.00",2,2,1,32,0,0
5967,"100,000.00",1,2,2,26,0,0
5968,"200,000.00",1,1,2,27,0,0
5969,"480,000.00",2,1,1,45,-1,0
5970,"170,000.00",2,2,1,34,0,0
5971,"20,000.00",2,1,2,25,-1,1
5972,"80,000.00",1,2,1,28,0,1
5973,"80,000.00",1,1,2,26,0,1
5974,"300,000.00",1,2,1,31,1,0
5975,"150,000.00",1,1,2,29,-1,0
5976,"50,000.00",2,2,2,24,0,0
5977,"50,000.00",2,2,1,26,-1,0
5978,"100,000.00",2,3,2,28,2,0
5979,"90,000.00",2,2,1,45,-1,0
5980,"70,000.00",2,1,2,24,1,1
5982,"400,000.00",1,1,1,42,0,0
5983,"10,000.00",1,2,2,36,0,1
5984,"80,000.00",1,1,2,27,0,0
5985,"70,000.00",1,1,2,33,0,0
5986,"100,000.00",1,3,1,44,2,0
5987,"210,000.00",2,2,1,33,-1,1
5988,"360,000.00",2,3,2,39,1,1
5989,"280,000.00",1,1,1,28,1,0
5990,"180,000.00",1,1,2,32,0,0
5991,"220,000.00",1,1,1,45,1,0
5992,"200,000.00",1,1,2,47,-1,0
5993,"130,000.00",2,2,2,25,1,0
5994,"200,000.00",1,2,1,47,-2,0
5995,"170,000.00",2,1,1,44,-1,0
5996,"140,000.00",1,1,2,30,0,0
5997,"50,000.00",2,3,1,54,0,0
5998,"200,000.00",2,3,2,26,0,0
5999,"200,000.00",1,3,2,33,0,0
6000,"360,000.00",2,3,1,36,2,0
6001,"50,000.00",1,2,1,33,0,0
6002,"500,000.00",2,1,2,37,-1,0
6003,"90,000.00",2,2,2,30,0,1
6004,"500,000.00",1,1,2,36,-1,0
6005,"80,000.00",2,3,1,33,0,0
6006,"230,000.00",1,3,1,53,-1,0
6007,"120,000.00",2,1,2,30,-1,1
6008,"190,000.00",2,3,1,56,0,0
6009,"500,000.00",1,2,1,50,0,0
6010,"80,000.00",2,2,1,42,1,0
6011,"450,000.00",2,1,2,35,1,0
6012,"280,000.00",2,1,1,30,1,0
6013,"360,000.00",2,3,1,47,-2,1
6014,"30,000.00",2,2,2,21,0,0
6015,"50,000.00",2,2,1,25,0,1
6016,"60,000.00",2,2,1,49,1,1
6017,"30,000.00",2,2,1,28,0,0
6018,"20,000.00",1,2,1,49,0,1
6020,"200,000.00",1,1,1,43,2,1
6021,"100,000.00",2,1,2,25,-2,0
6022,"300,000.00",2,3,1,39,-1,0
6023,"210,000.00",2,1,2,39,1,0
6024,"70,000.00",2,3,1,71,0,0
6025,"210,000.00",2,2,2,29,1,0
6026,"440,000.00",1,1,1,31,1,1
6027,"410,000.00",1,1,2,33,-1,0
6028,"110,000.00",1,1,1,36,0,0
6029,"200,000.00",2,1,2,36,0,0
6030,"180,000.00",2,3,1,42,-1,1
6031,"150,000.00",2,1,1,46,0,0
6032,"330,000.00",2,1,2,33,1,0
6033,"500,000.00",2,2,1,41,-1,0
6034,"350,000.00",2,2,1,35,-2,0
6035,"200,000.00",2,2,1,36,-1,1
6036,"280,000.00",1,1,1,45,-1,1
6037,"80,000.00",2,3,1,39,-1,0
6038,"280,000.00",2,1,2,29,-1,0
6039,"130,000.00",2,2,2,23,2,0
6040,"160,000.00",2,2,1,49,0,0
6041,"20,000.00",2,2,2,23,2,1
6042,"300,000.00",2,2,2,32,0,0
6043,"100,000.00",2,1,2,32,0,0
6044,"130,000.00",1,2,1,38,-1,0
6045,"500,000.00",1,1,1,55,2,1
6046,"200,000.00",2,2,1,27,1,1
6047,"360,000.00",2,1,2,30,0,0
6048,"20,000.00",2,2,1,26,1,1
6049,"400,000.00",1,2,2,29,1,0
6050,"200,000.00",2,3,1,52,1,0
6052,"30,000.00",1,2,1,58,-1,1
6053,"50,000.00",1,2,1,55,1,0
6054,"230,000.00",2,1,1,51,-1,1
6055,"210,000.00",2,1,1,36,1,1
6056,"50,000.00",2,1,2,49,2,1
6058,"230,000.00",1,1,1,44,-1,0
6059,"230,000.00",2,1,2,48,0,0
6060,"350,000.00",2,1,1,36,0,0
6061,"170,000.00",2,1,2,36,-1,0
6062,"150,000.00",2,2,1,36,2,0
6063,"90,000.00",2,2,1,27,-1,0
6064,"320,000.00",2,1,2,33,-2,0
6065,"120,000.00",2,2,2,45,0,0
6066,"20,000.00",2,3,1,56,2,0
6067,"280,000.00",2,1,1,41,2,0
6068,"90,000.00",2,2,2,28,0,0
6069,"450,000.00",1,1,1,30,0,0
6070,"270,000.00",1,2,2,27,0,0
6071,"80,000.00",2,2,1,41,0,0
6072,"230,000.00",2,2,1,41,0,0
6073,"50,000.00",2,2,1,30,-1,1
6074,"250,000.00",1,1,1,48,0,1
6075,"220,000.00",2,1,2,42,-1,0
6076,"30,000.00",2,1,1,38,0,0
6077,"120,000.00",1,2,2,68,2,1
6078,"100,000.00",2,2,2,26,0,0
6079,"150,000.00",2,1,2,25,3,1
6080,"670,000.00",1,1,2,28,0,0
6081,"200,000.00",1,1,1,36,-1,0
6082,"70,000.00",2,3,1,47,0,0
6083,"50,000.00",2,2,1,41,1,0
6084,"80,000.00",2,2,2,64,2,1
6085,"10,000.00",1,1,2,23,2,1
6086,"140,000.00",2,1,1,37,0,1
6087,"30,000.00",2,2,2,21,0,0
6088,"200,000.00",1,2,2,36,0,1
6089,"90,000.00",2,2,2,24,0,1
6090,"130,000.00",2,2,1,52,1,0
6091,"160,000.00",2,2,2,26,-1,0
6092,"150,000.00",2,3,1,58,-2,0
6093,"150,000.00",2,1,2,34,-2,0
6094,"20,000.00",1,1,2,24,-1,0
6095,"80,000.00",2,1,2,26,-1,1
6096,"460,000.00",1,2,1,31,0,0
6097,"60,000.00",2,3,1,40,1,1
6098,"50,000.00",1,2,1,38,0,1
6099,"200,000.00",2,3,1,35,0,1
6100,"60,000.00",2,2,1,30,0,0
6101,"200,000.00",1,1,1,31,-1,0
6102,"230,000.00",1,1,1,33,0,0
6103,"50,000.00",1,2,1,38,0,0
6104,"60,000.00",2,3,2,51,0,0
6105,"180,000.00",1,2,1,47,-1,1
6106,"50,000.00",2,2,1,47,0,0
6107,"150,000.00",1,3,1,62,1,0
6108,"140,000.00",2,2,1,36,-1,1
6109,"120,000.00",1,1,1,35,1,1
6110,"200,000.00",2,1,1,39,0,0
6111,"500,000.00",1,1,2,31,1,0
6112,"120,000.00",2,2,1,36,2,1
6113,"500,000.00",1,1,2,28,-2,0
6114,"50,000.00",2,3,2,23,0,0
6115,"30,000.00",2,3,2,51,0,0
6116,"240,000.00",1,1,1,35,-2,0
6117,"170,000.00",2,2,1,37,1,0
6118,"80,000.00",1,1,2,26,1,0
6119,"360,000.00",1,1,2,29,-1,0
6120,"50,000.00",2,2,2,24,2,1
6121,"70,000.00",2,2,1,27,2,1
6122,"250,000.00",2,2,1,29,2,1
6123,"150,000.00",2,1,1,39,1,1
6124,"100,000.00",2,2,1,41,-2,0
6125,"360,000.00",1,1,2,32,-2,0
6126,"30,000.00",2,3,1,47,-2,0
6127,"490,000.00",1,1,1,29,-1,1
6128,"180,000.00",2,2,1,60,2,1
6129,"420,000.00",2,1,1,36,-1,0
6130,"20,000.00",1,1,2,33,2,1
6131,"480,000.00",1,1,1,47,0,0
6132,"350,000.00",1,1,2,27,1,0
6133,"360,000.00",1,2,1,57,1,1
6134,"240,000.00",2,1,2,27,-2,0
6135,"280,000.00",2,1,2,30,-1,1
6136,"150,000.00",2,2,1,39,0,0
6137,"320,000.00",1,2,2,30,0,0
6138,"20,000.00",2,2,2,22,-1,1
6139,"50,000.00",2,3,1,36,0,1
6140,"280,000.00",1,1,2,33,0,0
6141,"450,000.00",2,2,1,53,-2,0
6142,"260,000.00",2,1,2,53,0,0
6143,"500,000.00",1,1,1,56,0,0
6144,"470,000.00",1,1,2,35,0,0
6145,"150,000.00",2,2,2,23,0,0
6146,"100,000.00",2,3,1,46,0,0
6147,"100,000.00",1,1,2,38,1,0
6148,"220,000.00",1,2,2,39,-1,0
6149,"300,000.00",2,1,2,37,1,0
6150,"230,000.00",2,1,2,31,-2,0
6151,"300,000.00",2,3,2,39,1,1
6152,"50,000.00",1,3,2,48,0,0
6153,"170,000.00",1,3,1,47,-2,0
6154,"460,000.00",1,1,1,41,-1,1
6155,"30,000.00",2,1,2,34,1,1
6156,"30,000.00",2,1,2,24,-1,1
6157,"20,000.00",1,2,1,42,0,1
6158,"220,000.00",1,3,1,44,-1,0
6159,"70,000.00",2,1,1,62,0,0
6160,"330,000.00",2,2,2,40,2,0
6161,"370,000.00",1,1,1,40,1,1
6162,"230,000.00",1,1,2,28,-2,0
6163,"50,000.00",1,3,1,49,0,0
6164,"360,000.00",1,2,2,31,0,1
6165,"390,000.00",2,2,2,37,0,0
6167,"30,000.00",2,2,1,27,0,1
6168,"500,000.00",1,1,1,33,1,0
6169,"120,000.00",2,3,2,32,0,0
6170,"360,000.00",1,1,2,29,-2,1
6171,"20,000.00",2,2,1,27,0,0
6172,"50,000.00",2,2,1,48,0,0
6173,"230,000.00",2,1,2,27,1,0
6174,"160,000.00",2,1,1,48,1,0
6175,"110,000.00",2,1,1,32,2,1
6176,"50,000.00",1,2,2,25,2,0
6177,"30,000.00",1,3,2,28,2,1
6178,"50,000.00",1,2,2,35,0,1
6179,"240,000.00",2,3,1,37,-2,0
6180,"90,000.00",1,3,2,29,0,0
6181,"150,000.00",2,1,1,29,-1,1
6182,"100,000.00",2,2,1,35,3,1
6183,"70,000.00",2,1,2,24,2,1
6184,"430,000.00",2,2,2,27,-2,1
6185,"150,000.00",1,1,2,31,0,0
6186,"50,000.00",1,1,2,48,0,0
6187,"200,000.00",1,1,2,33,-2,1
6188,"150,000.00",2,2,1,28,0,0
6189,"50,000.00",1,2,2,25,0,0
6190,"300,000.00",1,1,2,31,0,0
6191,"50,000.00",2,2,1,44,0,0
6192,"30,000.00",1,1,2,30,1,1
6193,"380,000.00",1,1,1,53,1,0
6194,"70,000.00",2,1,1,45,1,0
6195,"360,000.00",1,2,2,28,0,0
6196,"50,000.00",1,2,2,41,0,0
6197,"20,000.00",2,1,2,30,1,0
6198,"80,000.00",2,2,2,27,0,0
6199,"30,000.00",1,2,1,49,0,0
6200,"50,000.00",2,3,2,55,0,0
6201,"30,000.00",2,3,1,37,0,0
6202,"260,000.00",1,1,1,38,-1,1
6203,"210,000.00",2,2,1,39,-1,0
6204,"200,000.00",2,1,2,29,0,0
6205,"50,000.00",1,1,1,56,-1,1
6206,"490,000.00",1,3,1,28,0,0
6207,"170,000.00",1,1,1,45,-1,0
6208,"500,000.00",1,1,2,29,-1,0
6209,"220,000.00",1,2,1,46,2,0
6210,"150,000.00",2,1,2,30,0,0
6211,"50,000.00",2,2,1,34,2,0
6212,"50,000.00",1,2,1,52,0,0
6213,"100,000.00",2,1,2,26,0,0
6214,"310,000.00",2,2,2,25,0,0
6215,"510,000.00",2,1,1,35,0,0
6216,"200,000.00",1,2,1,41,1,0
6217,"50,000.00",1,3,1,43,0,0
6218,"300,000.00",2,1,2,38,1,0
6219,"450,000.00",2,1,1,40,1,0
6220,"30,000.00",1,2,2,27,-1,0
6221,"60,000.00",2,1,2,27,-1,0
6222,"140,000.00",2,2,2,23,2,1
6223,"50,000.00",2,2,2,32,0,0
6224,"90,000.00",2,3,2,28,0,0
6225,"190,000.00",2,2,1,34,0,0
6226,"150,000.00",2,1,2,29,0,0
6227,"390,000.00",2,2,2,28,-1,0
6228,"30,000.00",1,3,1,47,0,0
6229,"240,000.00",1,1,1,60,2,1
6230,"260,000.00",2,1,2,29,-1,1
6231,"30,000.00",1,3,2,25,0,0
6232,"500,000.00",2,1,2,28,0,0
6233,"60,000.00",2,2,2,29,2,0
6234,"200,000.00",1,3,1,30,0,0
6235,"80,000.00",1,2,1,31,0,0
6236,"100,000.00",2,2,2,30,1,0
6237,"380,000.00",1,1,1,42,-1,0
6238,"210,000.00",1,2,1,30,0,1
6239,"10,000.00",1,2,2,27,0,1
6240,"500,000.00",1,2,1,44,0,0
6241,"240,000.00",2,1,1,37,2,1
6242,"270,000.00",1,1,2,29,0,0
6243,"50,000.00",1,2,2,25,0,0
6244,"120,000.00",2,1,2,36,0,0
6245,"280,000.00",1,1,2,28,0,0
6246,"260,000.00",2,1,2,28,0,0
6247,"360,000.00",1,1,1,38,-1,0
6248,"210,000.00",2,1,2,30,1,0
6249,"390,000.00",1,1,2,29,0,0
6250,"40,000.00",1,2,1,36,0,0
6251,"10,000.00",2,2,2,27,0,0
6252,"120,000.00",2,2,1,43,-2,1
6253,"200,000.00",1,3,1,43,-1,0
6254,"80,000.00",2,2,1,37,-1,0
6255,"60,000.00",2,2,2,27,0,0
6256,"130,000.00",2,2,2,39,2,1
6257,"100,000.00",2,2,2,29,0,0
6258,"20,000.00",1,2,1,45,-1,0
6259,"460,000.00",1,1,2,34,0,0
6260,"80,000.00",1,2,2,32,1,0
6261,"80,000.00",1,1,2,26,0,0
6262,"240,000.00",2,1,2,28,0,0
6263,"200,000.00",2,3,1,38,0,0
6264,"230,000.00",1,2,2,29,-2,0
6265,"260,000.00",2,1,1,53,2,0
6266,"90,000.00",2,2,1,38,0,0
6267,"320,000.00",1,2,2,29,0,0
6268,"280,000.00",2,2,1,47,0,0
6269,"120,000.00",1,2,2,29,1,1
6270,"400,000.00",2,1,2,27,1,0
6271,"50,000.00",2,1,1,55,0,0
6272,"10,000.00",2,1,2,23,2,1
6273,"70,000.00",1,2,2,26,0,0
6274,"210,000.00",1,1,1,30,0,0
6275,"140,000.00",2,2,1,39,-1,0
6276,"290,000.00",1,2,1,50,-1,0
6277,"30,000.00",1,3,1,32,0,0
6278,"110,000.00",2,1,2,32,1,1
6279,"20,000.00",2,3,2,54,0,0
6280,"220,000.00",2,2,1,36,0,0
6281,"180,000.00",2,2,1,36,-1,0
6282,"30,000.00",1,1,2,26,4,1
6283,"50,000.00",2,2,2,31,1,0
6284,"150,000.00",1,3,1,29,0,0
6285,"150,000.00",2,1,2,32,0,0
6286,"140,000.00",1,3,2,30,1,0
6287,"80,000.00",2,2,1,48,0,0
6288,"200,000.00",2,1,1,33,0,0
6289,"400,000.00",1,1,1,44,-1,0
6290,"130,000.00",2,2,1,28,2,0
6291,"50,000.00",2,2,2,22,0,0
6292,"190,000.00",1,2,1,51,0,1
6293,"470,000.00",2,1,2,40,0,1
6294,"280,000.00",1,1,1,55,-1,0
6295,"460,000.00",2,1,2,26,-1,0
6296,"340,000.00",2,2,2,32,0,0
6297,"110,000.00",1,2,2,27,0,0
6298,"440,000.00",2,2,2,27,-1,0
6299,"90,000.00",2,2,2,23,-2,0
6300,"70,000.00",2,2,2,24,-2,0
6301,"30,000.00",2,2,2,24,1,0
6302,"120,000.00",2,2,2,49,0,0
6303,"300,000.00",2,2,2,27,-1,0
6304,"60,000.00",2,1,2,25,0,0
6305,"180,000.00",1,2,2,36,-1,1
6306,"30,000.00",2,1,2,43,1,1
6307,"360,000.00",1,1,2,35,-1,0
6308,"150,000.00",1,1,1,49,-2,0
6309,"70,000.00",2,1,2,28,0,0
6310,"150,000.00",2,2,1,44,0,0
6311,"440,000.00",2,1,1,33,-2,0
6312,"500,000.00",1,1,1,52,1,0
6313,"260,000.00",1,2,2,29,1,1
6314,"360,000.00",1,1,2,29,1,0
6315,"140,000.00",1,1,2,28,0,0
6316,"10,000.00",1,1,2,24,0,1
6317,"200,000.00",2,1,2,32,-2,0
6318,"210,000.00",1,2,1,35,0,0
6319,"20,000.00",1,2,2,27,2,1
6320,"240,000.00",1,1,1,44,-1,0
6321,"30,000.00",1,2,2,51,5,1
6322,"450,000.00",2,2,1,38,-2,0
6323,"60,000.00",2,3,2,40,-1,0
6324,"100,000.00",2,2,2,30,0,0
6325,"500,000.00",1,1,1,49,-1,0
6326,"50,000.00",1,3,1,51,-1,0
6327,"80,000.00",2,2,1,35,-1,0
6328,"20,000.00",2,2,2,22,2,1
6329,"500,000.00",1,1,2,43,0,0
6330,"140,000.00",2,1,2,31,0,0
6331,"500,000.00",2,2,2,29,0,0
6332,"50,000.00",1,2,2,24,2,1
6333,"170,000.00",1,1,1,60,0,1
6334,"220,000.00",2,2,1,44,0,0
6335,"70,000.00",2,2,1,33,2,1
6336,"360,000.00",2,2,2,34,0,0
6337,"430,000.00",2,1,2,29,0,0
6338,"20,000.00",1,3,2,26,2,0
6339,"200,000.00",2,3,2,53,-1,0
6341,"80,000.00",2,2,2,25,0,0
6342,"130,000.00",1,1,1,35,2,0
6343,"150,000.00",1,1,1,49,-1,0
6344,"150,000.00",1,3,1,53,2,1
6345,"190,000.00",2,2,2,27,2,1
6346,"450,000.00",2,2,2,36,1,1
6347,"80,000.00",2,2,1,31,-1,0
6348,"260,000.00",2,2,2,31,-1,0
6349,"80,000.00",1,1,2,34,2,1
6350,"500,000.00",1,1,1,39,1,0
6351,"260,000.00",1,1,1,43,-1,0
6352,"260,000.00",2,1,2,30,2,1
6353,"50,000.00",1,1,2,33,2,0
6354,"360,000.00",2,1,1,46,1,0
6355,"170,000.00",2,1,2,53,-2,0
6356,"120,000.00",2,2,1,34,1,0
6357,"50,000.00",2,2,1,26,0,0
6358,"50,000.00",2,1,1,40,-1,1
6359,"310,000.00",1,1,1,48,0,0
6360,"50,000.00",1,1,2,27,0,0
6361,"140,000.00",2,2,2,32,0,0
6362,"100,000.00",2,2,1,28,2,1
6363,"20,000.00",1,3,2,32,1,0
6364,"120,000.00",2,1,2,27,0,1
6365,"30,000.00",2,3,1,59,0,0
6366,"20,000.00",1,3,1,27,0,1
6367,"160,000.00",2,2,2,27,1,1
6368,"180,000.00",2,2,1,37,1,0
6369,"40,000.00",2,1,2,26,0,0
6370,"80,000.00",2,2,1,34,0,0
6371,"120,000.00",1,2,2,31,3,0
6372,"20,000.00",2,2,2,22,-1,1
6373,"20,000.00",1,2,2,33,0,0
6374,"100,000.00",1,1,1,52,4,1
6375,"500,000.00",1,1,2,45,1,0
6376,"80,000.00",2,2,1,29,0,0
6377,"150,000.00",2,1,2,41,-2,0
6378,"30,000.00",2,3,2,26,0,0
6379,"120,000.00",1,1,2,34,1,1
6380,"70,000.00",2,2,1,27,2,1
6381,"150,000.00",1,2,1,32,0,0
6382,"210,000.00",2,2,1,42,1,0
6383,"80,000.00",2,2,1,30,1,0
6384,"90,000.00",1,2,2,29,0,0
6385,"20,000.00",2,2,2,22,0,0
6386,"240,000.00",2,1,2,36,1,0
6387,"50,000.00",1,2,2,29,2,1
6388,"250,000.00",2,1,2,28,0,0
6389,"280,000.00",2,1,2,31,1,0
6391,"150,000.00",2,2,2,33,-1,0
6392,"330,000.00",2,2,1,47,1,0
6393,"240,000.00",1,1,2,30,-1,1
6394,"130,000.00",2,2,2,34,0,0
6395,"450,000.00",1,1,2,37,0,0
6396,"50,000.00",1,1,2,26,-1,1
6397,"70,000.00",2,3,1,24,0,0
6398,"80,000.00",1,2,2,26,0,0
6399,"50,000.00",1,1,2,24,-1,0
6400,"30,000.00",1,3,1,33,2,1
6401,"50,000.00",1,2,2,23,0,0
6402,"70,000.00",1,2,1,29,0,0
6403,"50,000.00",2,2,2,33,0,1
6404,"100,000.00",2,3,2,27,0,1
6405,"200,000.00",2,2,2,24,0,0
6406,"180,000.00",1,1,2,38,1,0
6407,"240,000.00",2,1,2,38,-1,1
6408,"90,000.00",2,3,1,35,2,0
6409,"50,000.00",2,2,2,33,0,0
6410,"80,000.00",1,2,2,48,0,0
6411,"210,000.00",2,1,1,43,-2,0
6412,"350,000.00",1,3,1,41,0,0
6413,"160,000.00",1,2,2,45,0,1
6414,"70,000.00",1,1,2,33,0,1
6415,"140,000.00",2,1,1,33,1,0
6416,"80,000.00",1,2,1,47,0,0
6417,"110,000.00",2,2,1,39,2,1
6418,"50,000.00",1,2,2,25,0,0
6419,"30,000.00",1,1,1,38,0,0
6420,"30,000.00",2,2,2,27,0,0
6421,"200,000.00",1,2,2,33,0,1
6422,"290,000.00",2,2,2,28,0,0
6423,"220,000.00",1,1,2,34,0,0
6424,"180,000.00",1,1,2,28,0,0
6425,"500,000.00",1,3,1,38,0,0
